random.ID,subjectCode,num
BKnfSGoo,PCO10058,4
8mg1YtXT,CCC20072,1
8mg1YtXT,GEK10001,1
8mg1YtXT,GEK10008,1
8mg1YtXT,GEK10015,1
8mg1YtXT,GEK10045,3
8mg1YtXT,GEK10061,2
8mg1YtXT,ISE10051,2
8mg1YtXT,PCO10013,15
8mg1YtXT,PCO10058,4
tDIDdA6Q,GEK10001,1
tDIDdA6Q,GEK10008,1
tDIDdA6Q,GEK10011,1
tDIDdA6Q,GEK10041,2
tDIDdA6Q,GEK10045,13
tDIDdA6Q,GEK10059,3
tDIDdA6Q,GEK40096,3
tDIDdA6Q,PCO10012,7
tDIDdA6Q,PCO10058,6
R32TFNX5,GEK10001,1
R32TFNX5,GEK10008,1
R32TFNX5,GEK10011,2
R32TFNX5,GEK10041,1
R32TFNX5,GEK10045,2
R32TFNX5,ISE10051,2
R32TFNX5,ISE10052,1
R32TFNX5,MEC10002,3
R32TFNX5,PCO10058,9
pKN5Wsrb,GEK10001,1
pKN5Wsrb,GEK10008,1
pKN5Wsrb,GEK10011,1
pKN5Wsrb,GEK10015,1
pKN5Wsrb,GEK10045,8
pKN5Wsrb,GEK10059,4
pKN5Wsrb,ISE10051,2
pKN5Wsrb,ISL10075,10
pKN5Wsrb,PCO10012,12
pKN5Wsrb,PCO10058,18
3vUrU6rb,GEK10001,1
3vUrU6rb,GEK10008,1
3vUrU6rb,GEK10045,9
3vUrU6rb,GEK10062,2
3vUrU6rb,IID10005,3
3vUrU6rb,ISE10052,1
3vUrU6rb,ISL10075,6
3vUrU6rb,PCO10013,3
3vUrU6rb,PCO10058,11
TeBv1FGY,GEK10001,1
TeBv1FGY,GEK10008,1
TeBv1FGY,GEK10011,1
TeBv1FGY,GEK10015,1
TeBv1FGY,GEK10045,9
TeBv1FGY,GEK10095,1
TeBv1FGY,IID10005,2
TeBv1FGY,PCO10012,1
TeBv1FGY,PCO10024,1
TeBv1FGY,PCO10058,2
