GEK10090.2,"[17, 53]",0Z0Rxxfi
GEK10095.3,"[18, 54]",0Z0Rxxfi
GEK10062.2,"[3, 39]",0Z0Rxxfi
GEK20058.7,"[2, 38]",0Z0Rxxfi
MEC10001.1,"[6, 42]",0Z0Rxxfi
GEA20004.1,"[52, 53]",10XoOwTZ
IID20013.2,"[14, 15]",10XoOwTZ
IID20055.2,"[17, 18]",10XoOwTZ
GEA30020.1,"[5, 6]",10XoOwTZ
IID20006.1,"[38, 39]",10XoOwTZ
IID20016.3,"[41, 42]",10XoOwTZ
IID20059.3,"[18, 19]",12M4hi6W
IID30086.1,"[14, 15]",12M4hi6W
IID20016.3,"[41, 42]",12M4hi6W
GEK30022.1,"[5, 6]",12M4hi6W
CSW30009.3,"[13, 49]",16dGVIJF
ISE30093.1,"[50, 51]",16dGVIJF
GCS20002.1,"[4, 40]",16dGVIJF
ISE10002.1,"[2, 38]",16dGVIJF
CSW30006.1,"[6, 42]",16dGVIJF
ISE20040.1,"[5, 41]",16dGVIJF
CSW20054.1,"[15, 51]",1AJBdFZT
GEK20063.3,"[14, 50]",1AJBdFZT
GEK30015.2,[18],1AJBdFZT
ISE10002.1,"[2, 38]",1AJBdFZT
ISE20040.1,"[5, 41]",1AJBdFZT
GEK10042.1,"[3, 39]",1AJBdFZT
ISE20085.1,"[17, 18]",1BZibMUi
MEC20054.1,"[14, 50]",1BZibMUi
GCS10007.1,"[4, 40]",1BZibMUi
MEC20055.1,"[2, 38]",1BZibMUi
GEK20059.1,"[5, 41]",1BZibMUi
GEK20062.3,"[7, 43]",1BZibMUi
GEK10098.2,"[18, 19]",1cQyO3AY
ISE30032.1,"[14, 50]",1cQyO3AY
UIL30015.1,"[15, 51]",1cQyO3AY
UIL30011.1,"[6, 42]",1cQyO3AY
UIL20013.1,"[3, 39]",1cQyO3AY
GEK10022.1,"[5, 41]",1cQyO3AY
GEK10096.3,"[17, 53]",1cRmeYWs
GEK20058.4,"[14, 50]",1cRmeYWs
MEC10001.3,"[15, 51]",1cRmeYWs
GEK10038.3,"[41, 42]",1cRmeYWs
GCS10001.5,"[3, 39]",1cRmeYWs
GEK10055.3,"[2, 38]",1cRmeYWs
GEK20011.3,"[4, 40]",1cRmeYWs
GEK10059.1,"[14, 50]",1dFNgRJj
GEK20063.4,"[15, 51]",1dFNgRJj
GEK30015.2,[18],1dFNgRJj
GEK10041.1,"[3, 39]",1dFNgRJj
GCS10052.2,"[4, 40]",1dFNgRJj
GEK10057.1,"[5, 41]",1dFNgRJj
GCS10001.1,"[14, 50]",1dVr6O3J
GCS10061.3,"[17, 53]",1dVr6O3J
GEK10058.1,"[18, 54]",1dVr6O3J
GCS10052.7,"[3, 39]",1dVr6O3J
GEK20058.7,"[2, 38]",1dVr6O3J
GEK10057.1,"[5, 41]",1dVr6O3J
HMM10041.2,"[15, 51]",1edk201m
HMM20026.1,"[13, 49]",1edk201m
HMM20028.1,"[17, 18, 19]",1edk201m
GCS10058.1,"[5, 41]",1edk201m
GEK20053.2,"[3, 39]",1edk201m
HMM30012.1,"[6, 42]",1edk201m
GCS10002.5,"[13, 49]",1f4bGp7m
GCS10037.12,"[15, 51]",1f4bGp7m
GCS10061.3,"[17, 53]",1f4bGp7m
GEK10088.2,"[18, 19]",1f4bGp7m
ISE10002.1,"[2, 38]",1f4bGp7m
GEK20063.1,"[4, 40]",1f4bGp7m
GCS10053.7,"[17, 53]",1ffLuYKi
GEK10070.1,"[15, 51]",1ffLuYKi
MEC20055.1,"[2, 38]",1ffLuYKi
GEK10041.3,"[41, 42]",1ffLuYKi
GCS10007.3,"[17, 53]",1fGs0sim
HMM10041.2,"[15, 51]",1fGs0sim
HMM20026.1,"[13, 49]",1fGs0sim
GEK10053.2,"[5, 41]",1fGs0sim
HMM20075.1,[4],1fGs0sim
HMM30012.1,"[6, 42]",1fGs0sim
ENG20022.1,"[18, 54]",1Gisk7Sz
GEK10055.2,"[14, 50]",1Gisk7Sz
GEK10096.3,"[17, 53]",1Gisk7Sz
GEK20058.3,"[15, 51]",1Gisk7Sz
GEK10038.1,"[37, 38]",1Gisk7Sz
GCS10058.2,"[3, 39]",1Gisk7Sz
GEK20011.3,"[4, 40]",1Gisk7Sz
GEK30014.2,"[6, 42]",1Gisk7Sz
GCS10053.6,"[16, 52]",1k9xqe4I
MEC20002.2,"[14, 50]",1k9xqe4I
MEC20005.1,"[13, 49]",1k9xqe4I
GCS10058.1,"[5, 41]",1k9xqe4I
MEC20001.1,"[4, 40]",1k9xqe4I
MEC20055.1,"[2, 38]",1k9xqe4I
ECE20060.1,"[19, 20]",1KNoLrpq
ITP20003.2,"[17, 53]",1KNoLrpq
ITP20007.2,"[15, 51]",1KNoLrpq
GEK10053.2,"[5, 41]",1KNoLrpq
ECE20051.2,"[3, 39]",1KNoLrpq
ITP20001.2,"[6, 42]",1KNoLrpq
GCS10039.1,"[17, 53]",1MgDeno1
GEK10095.2,"[15, 51]",1MgDeno1
MEC10002.2,"[16, 52]",1MgDeno1
GEK10062.2,"[3, 39]",1MgDeno1
MEC20055.3,"[6, 42]",1MgDeno1
GEK20011.3,"[4, 40]",1MgDeno1
GCS10053.3,"[14, 50]",1mWaz25x
GEK20058.6,"[16, 52]",1mWaz25x
GEK30015.2,[18],1mWaz25x
GCS10037.1,"[5, 41]",1mWaz25x
GCS10007.1,"[4, 40]",1mWaz25x
GEK10041.2,"[6, 42]",1mWaz25x
CUE30001.2,"[17, 18, 19, 20]",1STCPFmH
IID20006.2,"[50, 51]",1STCPFmH
IID20061.2,"[6, 7]",1STCPFmH
IID20016.3,"[41, 42]",1STCPFmH
GCS10003.1,"[2, 38]",1STCPFmH
GEK10098.2,"[18, 19]",1TCc3EkQ
LAW20003.1,"[16, 52]",1TCc3EkQ
LAW20008.1,"[15, 51]",1TCc3EkQ
LAW30074.1,"[3, 39]",1TCc3EkQ
MEC20001.1,"[4, 40]",1TCc3EkQ
GEK20028.2,"[41, 42]",1TCc3EkQ
GCS10001.3,"[17, 53]",1TzRMLVH
GEK20058.4,"[14, 50]",1TzRMLVH
GEK30030.1,"[15, 51]",1TzRMLVH
LAW10004.1,"[1, 37]",1TzRMLVH
GEK10041.1,"[3, 39]",1TzRMLVH
GCS10052.3,"[6, 42]",1TzRMLVH
GCS10001.3,"[17, 53]",1u2Ibdel
GEK10055.1,"[13, 49]",1u2Ibdel
GEK20058.2,"[14, 50]",1u2Ibdel
GEK10096.1,"[2, 38]",1u2Ibdel
MEC10002.3,"[1, 37]",1u2Ibdel
GEK10042.1,"[3, 39]",1u2Ibdel
ECE30021.2,"[18, 54]",1u3GEBcq
GEK10030.1,"[14, 50]",1u3GEBcq
MEC20058.1,"[3, 39]",1u3GEBcq
MEC30052.1,"[2, 38]",1u3GEBcq
ECE20016.1,"[5, 41]",1u3GEBcq
ITP20001.2,"[6, 42]",1u3GEBcq
GEA20051.1,"[13, 49]",1ubxKsTs
GEK20058.3,"[15, 51]",1ubxKsTs
GEK10041.1,"[3, 39]",1ubxKsTs
GCS10002.3,"[6, 42]",1ubxKsTs
GEK10095.1,"[5, 41]",1ubxKsTs
GEK10059.2,"[7, 43]",1ubxKsTs
MEC20055.4,"[16, 52]",1vZD8qY1
UIL30015.1,"[15, 51]",1vZD8qY1
UIL30017.1,"[3, 39]",1vZD8qY1
GEK20019.1,"[2, 38]",1vZD8qY1
MEC40055.1,"[4, 40]",1vZD8qY1
GCS10007.3,"[17, 53]",1y8G9X03
IID20013.2,"[14, 15]",1y8G9X03
IID20061.1,"[2, 3]",1y8G9X03
IID20016.2,"[39, 40]",1y8G9X03
GEK20062.1,"[6, 42]",1y8G9X03
CSW20054.1,"[15, 51]",1ZiLNw2K
CSW20064.1,"[18, 54]",1ZiLNw2K
CSW20079.1,"[13, 49]",1ZiLNw2K
CSW30056.1,"[14, 50]",1ZiLNw2K
CSW20065.1,"[2, 38]",1ZiLNw2K
GCS20001.10,"[14, 50]",22D9HW35
MEC20005.1,"[13, 49]",22D9HW35
GEK10041.1,"[3, 39]",22D9HW35
MEC20055.1,"[2, 38]",22D9HW35
MEC10001.1,"[6, 42]",22D9HW35
CUE40053.1,"[14, 50]",23dh5Hz6
ISE20085.1,"[17, 18]",23dh5Hz6
ITP20003.1,"[16, 52]",23dh5Hz6
CUE20052.1,"[1, 37]",23dh5Hz6
ITP20001.1,"[5, 41]",23dh5Hz6
ECE20057.1,"[2, 38]",23dh5Hz6
GCS10002.6,"[14, 50]",25BLTgvj
GCS10062.3,"[15, 51]",25BLTgvj
GEK10041.1,"[3, 39]",25BLTgvj
GEK10059.2,"[7, 43]",25BLTgvj
GEK20063.1,"[4, 40]",25BLTgvj
GEK10057.1,"[5, 41]",25BLTgvj
ECE30092.1,"[28, 55]",2aAcjcRh
GEK10095.2,"[15, 51]",2aAcjcRh
MEC20057.3,"[13, 49]",2aAcjcRh
MEC20058.1,"[3, 39]",2aAcjcRh
ITP30005.1,"[5, 41]",2aAcjcRh
MEC10001.1,"[6, 42]",2aAcjcRh
GEK10098.1,"[17, 53]",2bd2Zwlj
GEK20063.3,"[14, 50]",2bd2Zwlj
GCS10052.1,"[3, 39]",2bd2Zwlj
GEK10041.3,"[41, 42]",2bd2Zwlj
GEK20044.1,"[4, 5]",2bd2Zwlj
GEK20033.1,"[14, 50]",2bZdgzho
GEK30015.2,[18],2bZdgzho
MEC10002.2,"[16, 52]",2bZdgzho
GCS10002.3,"[6, 42]",2bZdgzho
GEK20063.2,"[4, 40]",2bZdgzho
GCS10014.1,"[2, 3]",2bZdgzho
CSW20012.1,"[14, 50]",2dtaGEGS
CSW20054.1,"[15, 51]",2dtaGEGS
GEK20016.1,"[3, 39]",2dtaGEGS
CSW20065.1,"[2, 38]",2dtaGEGS
GEK10057.1,"[5, 41]",2dtaGEGS
CSW20012.1,"[14, 50]",2dXpyzD9
CSW20054.1,"[15, 51]",2dXpyzD9
GCS10053.7,"[17, 53]",2dXpyzD9
CSW20020.1,"[4, 40]",2dXpyzD9
GEK20062.1,"[6, 42]",2dXpyzD9
CSW20054.1,"[15, 51]",2Fl0Qvqy
ISE20085.1,"[17, 18]",2Fl0Qvqy
ISE10051.2,[5],2Fl0Qvqy
GCS10037.6,"[3, 39]",2Fl0Qvqy
CSW20065.1,"[2, 38]",2Fl0Qvqy
GEK10066.1,"[14, 50]",2gAHHIaZ
HMM20026.1,"[13, 49]",2gAHHIaZ
HMM20031.1,"[2, 38]",2gAHHIaZ
GEK10095.1,"[5, 41]",2gAHHIaZ
MEC10002.3,"[1, 37]",2gAHHIaZ
HMM10041.1,"[3, 39]",2gAHHIaZ
ECE30021.1,"[17, 53]",2hTE2BYS
ITP20007.1,"[14, 50]",2hTE2BYS
GCS20002.8,"[6, 42]",2hTE2BYS
GEK20019.1,"[2, 38]",2hTE2BYS
ITP20001.1,"[5, 41]",2hTE2BYS
GCS20006.2,"[15, 51]",2iiiwS2u
GEK10030.1,"[14, 50]",2iiiwS2u
MEC30010.1,"[17, 18]",2iiiwS2u
MEC30068.1,"[2, 38]",2iiiwS2u
MEC20002.1,"[3, 39]",2iiiwS2u
GCS10037.12,"[15, 51]",2jMCGXsn
GCS10062.10,"[17, 53]",2jMCGXsn
GEK20058.4,"[14, 50]",2jMCGXsn
GEK30015.2,[18],2jMCGXsn
GEK10041.1,"[3, 39]",2jMCGXsn
ISE10051.2,[5],2jMCGXsn
GCS10010.1,"[18, 54]",2lm7JGY8
GEK10090.2,"[17, 53]",2lm7JGY8
GEK20058.3,"[15, 51]",2lm7JGY8
GCS10050.4,"[2, 38]",2lm7JGY8
GCS10001.5,"[3, 39]",2lm7JGY8
GEK10058.2,"[5, 41]",2lm7JGY8
GCS10041.1,"[14, 38]",2npcFtRi
GEK20058.6,"[16, 52]",2npcFtRi
IID10004.3,"[50, 51]",2npcFtRi
GCS10052.12,"[6, 42]",2npcFtRi
GCS10037.11,"[5, 41]",2npcFtRi
GEK10062.2,"[3, 39]",2npcFtRi
GCS10041.1,"[14, 38]",2npcFtRi
CSW20054.1,"[15, 51]",2owVAlRT
CSW20064.1,"[18, 54]",2owVAlRT
CSW20079.1,"[13, 49]",2owVAlRT
GCS10053.7,"[17, 53]",2owVAlRT
CSW20001.1,"[4, 40]",2owVAlRT
GCS10037.1,"[5, 41]",2owVAlRT
CSW20065.1,"[2, 38]",2owVAlRT
GCS10062.9,"[15, 51]",2q2o59sm
GEK10030.1,"[14, 50]",2q2o59sm
GEK20058.6,"[16, 52]",2q2o59sm
GCS10002.3,"[6, 42]",2q2o59sm
GEK10057.3,"[2, 38]",2q2o59sm
GEK20044.1,"[4, 5]",2q2o59sm
HMM20026.1,"[13, 49]",2QW6xt03
HMM20028.1,"[17, 18, 19]",2QW6xt03
HMM30012.2,"[7, 43]",2QW6xt03
GEK10096.1,"[2, 38]",2QW6xt03
GEK20059.1,"[5, 41]",2QW6xt03
GEK20016.1,"[3, 39]",2QW6xt03
GCS10062.1,"[13, 49]",2Ris1P9r
GEK10090.1,"[15, 51]",2Ris1P9r
GEK20063.3,"[14, 50]",2Ris1P9r
GEK10096.1,"[2, 38]",2Ris1P9r
GCS10002.2,"[6, 42]",2Ris1P9r
GEK20062.2,"[5, 41]",2Ris1P9r
GEK10030.1,"[14, 50]",2sjchZYY
IID20006.3,"[53, 54]",2sjchZYY
MEC20055.4,"[16, 52]",2sjchZYY
GEK10015.2,[37],2sjchZYY
MEC40055.1,"[4, 40]",2sjchZYY
GCS10003.1,"[2, 38]",2sjchZYY
GEK10041.2,"[6, 42]",2sjchZYY
GCS10007.3,"[17, 53]",2tCKhgfe
GEK10098.2,"[18, 19]",2tCKhgfe
MEC20005.1,"[13, 49]",2tCKhgfe
GEK10041.1,"[3, 39]",2tCKhgfe
MEC20001.1,"[4, 40]",2tCKhgfe
MEC20055.3,"[6, 42]",2tCKhgfe
GEK10059.1,"[14, 50]",2VylPzrE
IID20055.2,"[17, 18]",2VylPzrE
IID30067.1,"[51, 52]",2VylPzrE
IID30080.1,"[53, 54]",2VylPzrE
IID20006.1,"[38, 39]",2VylPzrE
IID20013.1,"[6, 7]",2VylPzrE
IID30018.1,[41],2VylPzrE
MEC20054.1,"[14, 50]",2wMNS85e
MEC20058.2,"[15, 51]",2wMNS85e
GCS20005.3,"[1, 37]",2wMNS85e
MEC20001.1,"[4, 40]",2wMNS85e
MEC20002.1,"[3, 39]",2wMNS85e
GEK10030.1,"[14, 50]",2WxMVmA4
GEK10095.3,"[18, 54]",2WxMVmA4
GEK20058.6,"[16, 52]",2WxMVmA4
GEK10041.1,"[3, 39]",2WxMVmA4
GCS10052.11,"[5, 41]",2WxMVmA4
GEK10088.2,"[18, 19]",2xlPC3GK
GEK10090.1,"[15, 51]",2xlPC3GK
GEK10096.3,"[17, 53]",2xlPC3GK
GEK20058.2,"[14, 50]",2xlPC3GK
ISE10051.2,[5],2xlPC3GK
GEK10057.3,"[2, 38]",2xlPC3GK
GEK10096.3,"[17, 53]",2xQxtndg
GEK20063.4,"[15, 51]",2xQxtndg
GCS10052.7,"[3, 39]",2xQxtndg
GCS10037.1,"[5, 41]",2xQxtndg
GEK10055.3,"[2, 38]",2xQxtndg
GCS10002.5,"[13, 49]",2yUBrrGB
GEK10030.1,"[14, 50]",2yUBrrGB
GEK10058.1,"[18, 54]",2yUBrrGB
GCS10052.9,"[1, 37]",2yUBrrGB
GEK10075.1,[43],2yUBrrGB
GEK10041.3,"[41, 42]",2yUBrrGB
GEK20058.7,"[2, 38]",2yUBrrGB
GCS20001.11,"[15, 51]",2Zv0WMJ0
GCS20006.1,"[14, 50]",2Zv0WMJ0
GCS20002.1,"[4, 40]",2Zv0WMJ0
MEC10002.4,"[2, 38]",2Zv0WMJ0
MEC20005.2,"[44, 45]",2Zv0WMJ0
BFT30001.1,"[14, 50]",303ZCYVg
UIL30051.1,"[13, 49]",303ZCYVg
UIL40016.1,"[54, 55]",303ZCYVg
UIL30011.1,"[6, 42]",303ZCYVg
UIL20013.1,"[3, 39]",303ZCYVg
UIL30016.1,"[2, 38]",303ZCYVg
UIL30018.1,"[8, 44]",303ZCYVg
ECE30021.2,"[18, 54]",334h5fpQ
ECE30051.1,"[14, 50]",334h5fpQ
ECE30063.1,"[16, 52]",334h5fpQ
ECE30081.1,"[6, 42]",334h5fpQ
GEK20053.1,"[2, 38]",334h5fpQ
GEK10040.2,"[3, 4]",334h5fpQ
ECE30056.1,"[7, 8]",334h5fpQ
CCE22001.1,"[18, 54]",33PKn5Ff
GCS10007.3,"[17, 53]",33PKn5Ff
GEK20042.2,"[19, 55]",33PKn5Ff
ISE10002.1,"[2, 38]",33PKn5Ff
CSW20012.3,"[39, 40]",33PKn5Ff
BFT20002.1,"[16, 52]",36NeZ9HM
CSW20021.1,"[13, 49]",36NeZ9HM
GCS10053.10,"[18, 54]",36NeZ9HM
GEK10040.2,"[3, 4]",36NeZ9HM
GEK20028.2,"[41, 42]",36NeZ9HM
GCS10012.1,"[14, 50]",36O0GCu0
GCS10053.4,"[15, 51]",36O0GCu0
GEK10090.2,"[17, 53]",36O0GCu0
LAW10004.1,"[1, 37]",36O0GCu0
GEK10095.1,"[5, 41]",36O0GCu0
GEK10042.1,"[3, 39]",36O0GCu0
GEK20033.1,"[14, 50]",3ACPYIUg
ISE20085.1,"[17, 18]",3ACPYIUg
LAW20003.1,"[16, 52]",3ACPYIUg
ISE20042.1,"[3, 39]",3ACPYIUg
GEK20058.10,"[6, 42]",3ACPYIUg
CUE20003.1,"[17, 18, 19, 20]",3cnSuYHp
CUE20005.1,"[4, 16]",3cnSuYHp
CUE30051.1,"[2, 38]",3cnSuYHp
CUE30001.1,"[5, 6, 7, 8]",3cnSuYHp
CUE20005.1,"[4, 16]",3cnSuYHp
CUE20052.1,"[1, 37]",3cnSuYHp
GCS10027.2,"[14, 50]",3e9IPYnb
IID20059.2,"[16, 17]",3e9IPYnb
GEK10030.1,"[14, 50]",3eueB9IV
IID30086.2,"[17, 18]",3eueB9IV
GCS20001.5,"[2, 38]",3eueB9IV
IID20016.3,"[41, 42]",3eueB9IV
GEK10040.2,"[3, 4]",3eueB9IV
