ANH 302,LAW10004.1,"[1, 37]",1TzRMLVH
ANH Auditorium,GEK10041.1,"[3, 39]",1TzRMLVH
GLC 304,GCS10052.3,"[6, 42]",1TzRMLVH
HDH 403,GCS10001.3,"[17, 53]",1u2Ibdel
HDH 418B,GEK10055.1,"[13, 49]",1u2Ibdel
OH 403,GEK20058.2,"[14, 50]",1u2Ibdel
HDH 418B,GEK10096.1,"[2, 38]",1u2Ibdel
NMH 106,MEC10002.3,"[1, 37]",1u2Ibdel
OH 405,GEK10042.1,"[3, 39]",1u2Ibdel
NTH 311,ECE30021.2,"[18, 54]",1u3GEBcq
OH 405,GEK10030.1,"[14, 50]",1u3GEBcq
NMH 106,MEC20058.1,"[3, 39]",1u3GEBcq
NMH 109,MEC30052.1,"[2, 38]",1u3GEBcq
NTH 310,ECE20016.1,"[5, 41]",1u3GEBcq
NTH 313,ITP20001.2,"[6, 42]",1u3GEBcq
ANH 313,GEA20051.1,"[13, 49]",1ubxKsTs
OH 403,GEK20058.3,"[15, 51]",1ubxKsTs
ANH Auditorium,GEK10041.1,"[3, 39]",1ubxKsTs
HDH 403,GCS10002.3,"[6, 42]",1ubxKsTs
HDH 418B,GEK10095.1,"[5, 41]",1ubxKsTs
NMH 307,GEK10059.2,"[7, 43]",1ubxKsTs
NMH 106,MEC20055.4,"[16, 52]",1vZD8qY1
ANH 304,UIL30015.1,"[15, 51]",1vZD8qY1
ANH 305,UIL30017.1,"[3, 39]",1vZD8qY1
HDH 303B,GEK20019.1,"[2, 38]",1vZD8qY1
NMH 106,MEC40055.1,"[4, 40]",1vZD8qY1
OH 302,GCS10007.3,"[17, 53]",1y8G9X03
NMH 204,IID20013.2,"[14, 15]",1y8G9X03
NMH 204,IID20061.1,"[2, 3]",1y8G9X03
NMH 208,IID20016.2,"[39, 40]",1y8G9X03
NMH 403,GEK20062.1,"[6, 42]",1y8G9X03
OH 405,CSW20054.1,"[15, 51]",1ZiLNw2K
HDH 320B,CSW20064.1,"[18, 54]",1ZiLNw2K
OH 402,CSW20079.1,"[13, 49]",1ZiLNw2K
HDH 318,CSW30056.1,"[14, 50]",1ZiLNw2K
OH 401,CSW20065.1,"[2, 38]",1ZiLNw2K
GLC 301,GCS20001.10,"[14, 50]",22D9HW35
NMH 107,MEC20005.1,"[13, 49]",22D9HW35
ANH Auditorium,GEK10041.1,"[3, 39]",22D9HW35
NMH 107,MEC20055.1,"[2, 38]",22D9HW35
OH 405,MEC10001.1,"[6, 42]",22D9HW35
NTH 218,CUE40053.1,"[14, 50]",23dh5Hz6
HDH 318,ISE20085.1,"[17, 18]",23dh5Hz6
OH 401,ITP20003.1,"[16, 52]",23dh5Hz6
NTH 313,CUE20052.1,"[1, 37]",23dh5Hz6
NTH 313,ITP20001.1,"[5, 41]",23dh5Hz6
OH 405,ECE20057.1,"[2, 38]",23dh5Hz6
HDH 403,GCS10002.6,"[14, 50]",25BLTgvj
GLC 302,GCS10062.3,"[15, 51]",25BLTgvj
ANH Auditorium,GEK10041.1,"[3, 39]",25BLTgvj
NMH 307,GEK10059.2,"[7, 43]",25BLTgvj
NMH 403,GEK20063.1,"[4, 40]",25BLTgvj
OH 405,GEK10057.1,"[5, 41]",25BLTgvj
NTH 310,ECE30092.1,"[28, 55]",2aAcjcRh
HDH 318,GEK10095.2,"[15, 51]",2aAcjcRh
NMH 102B,MEC20057.3,"[13, 49]",2aAcjcRh
NMH 106,MEC20058.1,"[3, 39]",2aAcjcRh
OH 401,ITP30005.1,"[5, 41]",2aAcjcRh
OH 405,MEC10001.1,"[6, 42]",2aAcjcRh
HCA 2F,GEK10098.1,"[17, 53]",2bd2Zwlj
NMH 404,GEK20063.3,"[14, 50]",2bd2Zwlj
GLC 304,GCS10052.1,"[3, 39]",2bd2Zwlj
NMH 307,GEK10041.3,"[41, 42]",2bd2Zwlj
OH 305,GEK20044.1,"[4, 5]",2bd2Zwlj
HDH 425B,GEK20033.1,"[14, 50]",2bZdgzho
OH 405,GEK30015.2,[18],2bZdgzho
NMH 105,MEC10002.2,"[16, 52]",2bZdgzho
HDH 403,GCS10002.3,"[6, 42]",2bZdgzho
NMH 404,GEK20063.2,"[4, 40]",2bZdgzho
NTH 213,GCS10014.1,"[2, 3]",2bZdgzho
NMH 207,CSW20012.1,"[14, 50]",2dtaGEGS
OH 405,CSW20054.1,"[15, 51]",2dtaGEGS
NMH 404,GEK20016.1,"[3, 39]",2dtaGEGS
OH 401,CSW20065.1,"[2, 38]",2dtaGEGS
OH 405,GEK10057.1,"[5, 41]",2dtaGEGS
NMH 207,CSW20012.1,"[14, 50]",2dXpyzD9
OH 405,CSW20054.1,"[15, 51]",2dXpyzD9
GLC 305,GCS10053.7,"[17, 53]",2dXpyzD9
HDH 320B,CSW20020.1,"[4, 40]",2dXpyzD9
NMH 403,GEK20062.1,"[6, 42]",2dXpyzD9
OH 405,CSW20054.1,"[15, 51]",2Fl0Qvqy
HDH 318,ISE20085.1,"[17, 18]",2Fl0Qvqy
HDH 318,ISE10051.2,[5],2Fl0Qvqy
NMH 104A,GCS10037.6,"[3, 39]",2Fl0Qvqy
OH 401,CSW20065.1,"[2, 38]",2Fl0Qvqy
NTH 313,GEK10066.1,"[14, 50]",2gAHHIaZ
OH 405,HMM20026.1,"[13, 49]",2gAHHIaZ
ANH 302,HMM20031.1,"[2, 38]",2gAHHIaZ
HDH 418B,GEK10095.1,"[5, 41]",2gAHHIaZ
NMH 106,MEC10002.3,"[1, 37]",2gAHHIaZ
OH 305,HMM10041.1,"[3, 39]",2gAHHIaZ
NTH 313,ECE30021.1,"[17, 53]",2hTE2BYS
NTH 311,ITP20007.1,"[14, 50]",2hTE2BYS
GLC 101,GCS20002.8,"[6, 42]",2hTE2BYS
HDH 303B,GEK20019.1,"[2, 38]",2hTE2BYS
NTH 313,ITP20001.1,"[5, 41]",2hTE2BYS
OH 302,GCS20006.2,"[15, 51]",2iiiwS2u
OH 405,GEK10030.1,"[14, 50]",2iiiwS2u
NMH 103A,MEC30010.1,"[17, 18]",2iiiwS2u
NMH 307,MEC30068.1,"[2, 38]",2iiiwS2u
NMH 309,MEC20002.1,"[3, 39]",2iiiwS2u
NMH 108,GCS10037.12,"[15, 51]",2jMCGXsn
GLC 106,GCS10062.10,"[17, 53]",2jMCGXsn
NMH 403,GEK20058.4,"[14, 50]",2jMCGXsn
OH 405,GEK30015.2,[18],2jMCGXsn
ANH Auditorium,GEK10041.1,"[3, 39]",2jMCGXsn
HDH 318,ISE10051.2,[5],2jMCGXsn
HDH 425B,GCS10010.1,"[18, 54]",2lm7JGY8
HDH 425B,GEK10090.2,"[17, 53]",2lm7JGY8
OH 403,GEK20058.3,"[15, 51]",2lm7JGY8
GLC 106,GCS10050.4,"[2, 38]",2lm7JGY8
HDH 424,GCS10001.5,"[3, 39]",2lm7JGY8
NMH 410B,GEK10058.2,"[5, 41]",2lm7JGY8
NTH 213,GCS10041.1,"[14, 38]",2npcFtRi
NMH 403,GEK20058.6,"[16, 52]",2npcFtRi
NMH 204,IID10004.3,"[50, 51]",2npcFtRi
GLC 303,GCS10052.12,"[6, 42]",2npcFtRi
HDH 303A,GCS10037.11,"[5, 41]",2npcFtRi
NMH 105,GEK10062.2,"[3, 39]",2npcFtRi
NTH 213,GCS10041.1,"[14, 38]",2npcFtRi
OH 405,CSW20054.1,"[15, 51]",2owVAlRT
HDH 320B,CSW20064.1,"[18, 54]",2owVAlRT
OH 402,CSW20079.1,"[13, 49]",2owVAlRT
GLC 305,GCS10053.7,"[17, 53]",2owVAlRT
ANH 313,CSW20001.1,"[4, 40]",2owVAlRT
HDH 303B,GCS10037.1,"[5, 41]",2owVAlRT
OH 401,CSW20065.1,"[2, 38]",2owVAlRT
GLC 106,GCS10062.9,"[15, 51]",2q2o59sm
OH 405,GEK10030.1,"[14, 50]",2q2o59sm
NMH 403,GEK20058.6,"[16, 52]",2q2o59sm
HDH 403,GCS10002.3,"[6, 42]",2q2o59sm
NMH 403,GEK10057.3,"[2, 38]",2q2o59sm
OH 305,GEK20044.1,"[4, 5]",2q2o59sm
OH 405,HMM20026.1,"[13, 49]",2QW6xt03
