Buildfile: /Users/IK/Project/HongLab/classRoomAssignment_Ver2/build.xml

init:
   [delete] Deleting directory /Users/IK/Project/HongLab/classRoomAssignment_Ver2/bin
    [mkdir] Created dir: /Users/IK/Project/HongLab/classRoomAssignment_Ver2/bin

build:
    [javac] /Users/IK/Project/HongLab/classRoomAssignment_Ver2/build.xml:18: warning: 'includeantruntime' was not set, defaulting to build.sysclasspath=last; set to false for repeatable builds
    [javac] Compiling 10 source files to /Users/IK/Project/HongLab/classRoomAssignment_Ver2/bin
    [javac] warning: [options] bootstrap class path not set in conjunction with -source 1.7
    [javac] 1 warning

BUILD SUCCESSFUL
Total time: 0 seconds
GCS10053.3, GCS10011.1, 2
GCS10053.3, GCS10041.2, 1
GCS10053.4, BFT20002.1, 2
GCS10053.4, CCC20053.1, 2
GCS10053.4, CCC20064.1, 2
GCS10053.4, CSW20015.1, 1
GCS10053.4, GCS10001.1, 2
GCS10053.4, GCS10012.1, 2
GCS10053.5, CUE20005.1, 1
GCS10053.5, ENG20022.1, 2
GCS10053.5, GCS10010.1, 4
GCS10053.6, CSW20054.1, 2
GCS10053.6, CUE20013.1, 2
GCS10053.6, GCS10039.2, 2
GCS10053.7, BFT20002.1, 8
GCS10053.7, CSW20064.1, 2
GCS10053.7, GCS10007.4, 8
GCS10053.8, CSW30012.1, 2
GCS10053.8, GCS10007.3, 2
GCS10053.9, BFT20002.1, 4
GCS10053.9, CCC20064.1, 2
GCS10053.9, CSW20064.1, 2
GCS10053.9, CUE20005.1, 1
GCS10053.9, ECE30021.2, 4
GCS10058.1, BFT30020.1, 2
GCS10058.1, CCC20074.1, 1
GCS10058.2, BFT40012.1, 4
GCS10058.2, CSW20001.1, 2
GCS10058.2, CUE20005.1, 1
GCS10058.2, ECE20057.1, 22
GCS10058.2, GCS10007.1, 2
GCS10058.2, GCS10052.4, 2
GCS10058.2, GCS10052.6, 2
GCS10061.1, GCS10061.1, 9
GCS10061.2, GCS10001.3, 2
GCS10062.1, GCS10001.1, 4
GCS10062.1, GCS10002.6, 2
GCS10062.10, GCS10002.1, 1
GCS10062.11, GCS10001.3, 8
